,max_rank,min_rank
B006XG0HFS,4887493,4852201
1316604039,910157,19851
B01912OYO0,391864,9543
1250080959,497705,5986
B017F4LRXM,993525,122138
0230007430,4449636,4222772
0785216812,75078,2522
B079TWRW7G,1203522,54787
B017MPKFKU,670384,69204
B071CH7LZY,451949,56516
9527065682,361725,1401
B00SA7GN92,886080,79092
B07BWBCJDZ,2226270,203782
3423137754,12515602,8804890
B00MUKRH9U,324429,30146
1442218746,2909252,117112
1535575085,11255,769
B071V5HRTX,2615632,12031
B01MUSLT9R,1426675,115131
164080076X,2954735,88144
0692929436,1707402,107984
1444720694,4164729,4063908
B07B7GTB59,884644,32980
3938208309,17499704,17437801
0062565737,79349,454
B00VIFPJGG,1728023,78365
3404608585,7220026,327168
B06XCBKFS6,1801369,111380
B0795Z2F2J,580328,40555
1441407324,5697286,156355
034551209X,1778558,71678
B00LF5W9I0,518280,63279
022629367X,9454853,6215471
1400067820,266054,4645
1491013249,1293363,67041
B077CR7D1B,2677613,173131
B077J4WVF6,492454,27071
081299566X,8830,1256
0553293354,20078,1392
B00LURLWJU,666797,44820
B00VUDF966,1122157,137527
B07B7CT41D,85884,1778
1780995865,3283485,104818
3791504851,3003617,102556
0140194436,466570,21178
0979988624,215775,9466
1894345797,3280970,102412
1783338415,4799281,170903
162937542X,165956,2770
B018FFAMT0,729454,29719
0393334775,124200,445
0062311697,908091,60861
B079N52GV1,963960,47174
B00GW5KRFA,546771,19623
0982899203,1394432,61672
B00QPRMR0I,554861,49609
B00HF82C56,231058,12422
B01DI3ISAO,119537,7903
B072BHX65W,1440152,42364
B01N25LOWP,28803,1365
1606593056,3667131,3295111
1611882052,1300091,67936
1292086793,3258731,164358
1138910619,1945909,22346
B00PN03GBW,150322,10976
1514681625,1549085,123316
1259835464,461841,9032
B01KG5GQSS,25371,1303
B00HG4OU04,4277666,3403173
1910780707,3131792,71531
0306825295,312125,21098
B013L2OHZC,427228,989
1610351932,1278551,64619
B00JO8PEN2,966,1
B018WPBN8C,1683740,100333
B0164SD4C2,1210951,68079
B00RI7U6UC,2664366,131802
0755311914,11188595,10011220
B01FJUWH56,1458656,1429067
0345303350,342356,12134
0199665370,3599823,109222
1628653981,1482779,90047
0077290348,14500393,13300634
B074BF63PG,607490,24791
1503605663,828028,28989
149294484X,3437743,175532
0007299311,1352651,51540
1292186399,1399580,35904
1476730407,30182,173
1617737550,898559,21099
B07BTR37FB,266260,7887
1475030452,233839,38542
B00L2EDHY4,1058852,109514
B01LRGZ9P6,2000306,113645
B00UY4LG14,1939709,90155
1481492128,198982,54352
B00HDG6UNK,462228,42116
B00BFQDGWM,395520,11197
0596510543,2230932,88515
B01IS4F86K,476559,31019
1138692638,1631110,52893
B01DEH7MXS,684162,51641
014118776X,933630,61692
3548372570,1692252,53564
0595495885,5527555,265927
0990656667,2008973,138382
B00O8B9WW4,1512832,211418
1590171993,29148,1579
B00GKRYKEE,1286986,69810
1626360332,2218910,85657
1532016867,2778792,60774
B008MAJ3JE,1297923,109082
B001DWGDWI,1307052,87386
1629980358,205287,2089
061825305X,226688,10339
3763343571,5560369,4357415
037584340X,1365244,33527
B0796NP3V4,4940232,96035
B075VVFW49,711148,22811
B071KCZLYV,3526646,155773
B00FH15ZSY,4477427,4068180
1402202547,1227470,55110
0712356444,1233079,29954
B079T73HKZ,581411,7139
1365130673,2127579,77179
B073TSGZLG,972263,14678
B01BB1XMOM,1277764,79614
1449311547,1006276,53151
0385541198,15979,48
1523987405,2551855,76073
1781064822,3774845,159493
1607465302,14604196,14058648
0062265423,51216,150
0439899591,813803,13964
0471223298,2025822,105135
1593326149,7113648,1948136
B0763G6TXN,234369,1778
B016RGM0QM,935353,41344
B0738JW78H,779274,26630
1627507086,13924001,256702
B012LWZJ1O,1399047,74519
1785034464,760256,1725
B000UOJTXU,497974,95550
0470941529,10265,597
B01FG88HW8,394169,146
B0092G17S2,2336518,1665344
1501171380,183825,14749
163047231X,791215,35080
1522975047,1056276,77574
B07D5G2N9W,539459,52609
B002IIE2NS,2743784,1953122
0306825074,470845,2801
B00SYDUSFC,479672,43208
B075SBH88G,210484,1102
1941136184,2570466,121974
B00IRD7C58,668936,41909
0008173141,3200223,105051
B00NOW1C4E,923446,109053
B01CSOTRPE,2585194,161469
0525429131,523365,2813
1973315122,6259866,116973
B06WLMM7KP,2234158,1955701
B01NAGKXC8,1209683,38132
B000FCKKMG,550244,57756
B011H5IHEW,1512138,45328
B078Y9GYPW,1666825,90680
B01MRPSOBX,1853246,101851
1629982210,340367,2754
B079SY7FLK,2059459,75074
1405221003,11225697,10100848
0789032341,2776408,177555
0310522676,711962,28633
B009JQFO7K,1938176,122823
0805010882,247364,3109
0143108468,698563,23725
0061050326,1592676,82470
1549581449,6626243,171396
B0725SXFDZ,975338,18881
B00RUAFXGO,50797,3433
1439153159,3444,238
B076M9PW6Q,395737,464
B01HSTGOAA,3648840,2504977
B07257HTT6,670697,10986
B0041KLD7E,1968144,172903
0226750434,1182704,26269
B01MUXCOQS,1085855,55316
B07DD26WXS,880366,32402
1910524492,1223025,39328
B06XG2QS46,3187228,151479
1260026671,28270,3233
B00LFZ8JCA,555314,63438
B00ID8G848,893858,56462
1118745086,142576,1406
1503952231,819216,13313
1504354222,6056719,5730168
0062367544,7723,666
0985604832,3601281,3597412
B00TCREBOI,4231569,3405776
1514707187,2763068,107651
B006ZYNFIY,4575644,4544276
1784187704,3959114,192126
B07BB6QXMQ,1040230,74559
0393244660,65329,9507
1501178296,204652,99
1517103150,782265,12688
B007SGVSAA,279650,164378
1780234406,1512584,47814
B006M4A7Z6,648532,55600
B07DGSGKQG,267988,73249
0471921041,3298716,114748
B01LYZNA9H,1372350,51231
B073ZLRTVS,235628,10900
B01IMJW3FU,2016734,176407
0765320304,339475,16754
1521163685,680769,67918
1937077977,42390,669
1772231010,5809457,3073163
1540796507,5065624,140099
1848133324,2103592,118673
B0774ZWRGY,643676,1679
0060776099,40788,1427
B00VXSB3HW,1239930,100510
1118314441,1924718,78163
073521610X,2086,37
1493769693,565163,29772
1453258337,1558602,1301924
1119214343,2343511,41180
3955500144,14465745,229664
B079CJW2H5,1226539,105279
1743210280,43094,24568
B01JWIQSMY,2933503,2570377
B00TE7FBLS,618472,67832
143918383X,1590240,90044
B010E2R27M,607114,102464
B01KP7IMXE,1410925,125985
B00BQNECG8,573792,62446
1844766128,4836075,992996
0812971787,42459,611
1539343804,9110794,58100
B07BRCXSDJ,240325,5500
0201632160,1057419,48332
1853260010,352493,21936
0385349173,60105,1
B00538Y1L8,20264,1130
1786072572,1599121,132335
B00Q5JCF58,1197930,98049
B01DPRZGVW,2120946,142901
1935460609,3888834,101045
1387307983,2780419,141425
3548372309,10642196,239928
B00G0K6S5K,540827,44880
1326060805,467472,16897
B0022NGG5G,1881818,116781
1937556077,3112298,143401
1911274287,703505,25434
1612940870,4427322,129858
1542808480,10101985,203187
1476739064,2658704,153608
B006N4C69A,1614093,152348
B00YZKURQ8,702922,45127
151741461X,106109,3986
B071CJBDJL,2119,526
B009K54NE0,991950,60726
B01BB1XLL6,572208,36421
B00MBJB0SO,1484675,86749
B01MDNUTZS,1704260,119854
1492655511,1303279,16631
B0793ST9LK,1566754,113229
1979800553,6433718,5375067
1107040930,3748526,1566113
B06XR1THZT,465808,2654
B079FVTRZ2,277017,664
B00OZ4WQ3G,4064909,3138331
1455536113,308531,8301
B01N5MASJ5,1317133,38442
B079Q9111H,1334047,51125
B00A73X4YO,517547,15968
B0073I2PM8,462436,1160
B01HP8LIZA,3167807,2295407
B01KFBI6C2,489356,682
1455591890,637468,21612
0544219880,602283,31070
B007USA6MM,232027,19993
B01HWMOEIC,279239,5395
3895651478,11037627,10656358
0893340790,287026,7653
1534830243,1712695,62292
1591843944,752273,25907
B001P5GS0K,498194,35327
1785941003,5148102,4954875
0062560700,95637,43
1533128006,1077293,50893
B01FEAGCS4,598187,29065
1594749477,403658,5608
B0722VCBW1,2921846,136343
B01KIJCPVO,1860120,129206
B00GM4GW4Q,2965542,121262
B01M1NMQQX,1611142,98591
B01CX8OQRE,1553132,90951
B00LCE6ULQ,859457,119080
1773390562,7568321,2618738
1933665289,1159082,49181
0138004641,594779,4607
4805314095,2031720,6395
0807529338,1178261,55415
B00GB83S3G,670628,36616
1472953592,4417961,216410
1501144898,822506,33598
B0175WV0FE,475378,18254
B00M9XP510,638442,4159
908722088X,9230929,8626799
B00L7W9HV8,2152848,142500
1945667192,2251092,153466
B0112T4ZE4,29944,3903
1457557541,3590649,132063
B01MSQGCR3,72218,121
1546772197,1066406,35400
B00MHUFIVW,4242083,4170552
B07462PCHZ,660751,8672
B00KG6BZ9I,2002981,149774
1786070413,812647,91669
B00A9ET4MC,6663,1566
B071WK34QM,1004806,74521
B01N2L44DR,1972976,136829
B071J7T5GJ,108350,1095
039918015X,2509169,228214
076196763X,3945879,3918235
0060081589,169048,16657
0226671097,2967105,2075989
1484700066,1082279,21780
1905744307,5036471,162511
3832802061,11761461,7608501
B009PP0KSI,1442731,540261
1635551455,2824431,45817
0374158274,702692,30000
B00MT614MQ,2168265,130055
B01N2NDQ5O,237029,35186
1771082798,10213440,172093
022638957X,2466027,51
B00GLQ3GHG,587261,91570
B077S5SMWK,568360,10428
B075XT8Y4D,3400,445
0312570007,1271951,39307
B078GY6BMJ,773044,19760
B075CJMZH2,500269,7680
B01LWYV1Q9,1983139,99532
185326895X,279525,16190
1411656180,1070337,52889
B00OQS4DY6,522901,24336
1522888519,8476845,1719992
B00BAD2SME,891744,107318
1594484988,744919,35418
B00K1NQL5Y,1324271,114059
1772337242,7022235,323678
1780665105,3625945,135436
B078SDDRB9,1150423,38015
B079DJTTDQ,183955,3861
B01MV7ND7V,154326,553
B00AO614NW,1952202,227262
B007V65RUY,736927,41363
B07B7DC4YY,69162,971
1844095495,3508932,187662
1365017265,5315747,97470
B0743HZMT1,1735748,72857
B00M3MATTA,498011,59440
1534930019,6529853,116644
B07BK49XZV,620133,61972
B010VLB3VW,2444677,125113
022650381X,8866524,880345
1785770063,1592789,62820
1680450263,24298,1047
B076K4FXDS,1286865,62876
B00L8HOFQY,1268590,65300
B0026OR2NQ,344231,23189
1250007208,7402,1066
B00K9NWRLI,212988,4557
B07B42YRZ6,1963973,114214
1503949184,450073,2782
1250081807,782395,1104
1936294214,2391858,52859
B0721NBZBN,62762,1318
B00U6IQFFU,5719,27
0785288376,5669,441
B01MQVT9ZT,2129884,199758
1524763918,1360840,66559
1545141835,2627839,63674
B015CKEFBM,413781,35808
1847158277,1943079,126389
B00IAYG688,90365,2057
193475773X,1004418,45933
B01M4RICS8,1206399,62856
B01C4LE5EO,52554,176
B01LM4LG1Y,1734580,75263
B078XRNWH3,938264,73470
B004EPZ4LM,498776,84149
1626943877,7596911,6417620
B01ILFOHR2,1096923,86392
1935460943,11710717,7793841
0385486804,3255,100
B071LN91PV,528676,4382
0091951453,1693080,106132
B07CV4BHDJ,304826,41075
B01BB8XULU,340179,2490
B01BTHSIAQ,1398763,73037
B006R18B2U,1214622,14787
1783606924,3286361,1497978
1608828980,401333,16663
1543158773,4009747,108251
0812993276,910421,107101
B010BAQ69C,434873,26076
039925675X,315156,8294
B06XXQCPFB,2115249,46540
1510737456,180245,883
B01LY2MN0S,889957,84134
1633881563,1682892,103335
B079VRD6FK,235713,8661
B072J79X7D,74608,11
B01N5QQX71,695880,17523
B01I9FFDI6,11989,5
B00BSZS8G4,3682242,184840
1939828023,3226977,98603
B01MTMY52H,64334,2936
B0725KHCZZ,1102269,25504
B01N38VFHJ,10006,83
1976792649,342184,16321
057815675X,2673173,224305
B00P5BH4YY,628476,57269
B00513FPEC,377457,37184
B075P19ZQH,199238,2226
B01MU8KYUY,3521723,97971
B01HWKM6H0,164098,384
B00MF8BHPC,1864817,51705
0995658919,7820291,2174693
1973492458,3850100,482399
0764342401,1859796,62631
B01MRA4V09,56001,9
1936488604,241315,16389
B0067QZHNG,2585298,115396
1840244321,4698476,186653
B00F8L2WM0,589609,41456
B0722TJLYP,51029,25
0996644806,7536772,7077944
3981583906,8735660,8710906
3836562413,953153,5462
B01KCO8HVM,719801,62595
1534632700,9313330,245140
B01NBNYFRX,1209518,77395
B00845UIZK,1256560,76000
B01DT4XOXS,3916184,3502280
0199329575,1819923,66747
1940026148,48654,20177
B00HWZE9NK,1082212,16327
0857843974,5824703,69343
B074D3H61Y,93125,26
B01N00FEJN,302575,2908
B00I0WNBHY,4745303,4027556
0316407089,288074,5091
384544536X,14834835,11705914
B00BL9JO88,2029379,126982
1620355620,1031175,11756
1119488958,289396,2782
1844286193,8945760,8864780
B00ADI0S1U,648818,60955
141652472X,19784,3048
1482245892,1129762,42077
0465060943,972605,71512
1680450875,791463,25533
B075FX934B,1697236,74111
1312980281,14362425,11121957
B01N7OWTZP,2168491,158773
0814438601,4508126,7331
B00CKSM24W,546378,60581
B07D23WP6T,14409,6478
0983910723,1666488,67987
1629374660,372761,9581
B073YZW6ZS,2470146,2149732
B075HNZ9Q9,1211827,46786
1846143918,3814781,266675
1620355205,1932741,54206
1544104766,1958269,40093
055335275X,345951,22255
1934730548,2207892,69047
006095485X,915829,35910
0452297974,188410,9182
0062572237,47678,140
030795465X,136726,7042
B009ANCZN8,15606072,12628191
1484202813,1733850,60232
1365735869,3025533,67791
B014HMUXUI,279025,48588
B07B3X3RPH,606416,43196
B01KFFJP8C,278296,39127
B076KJRND8,13876,6065
1101904313,17705,3603
B0759W6RV8,430762,4614
1435706609,14711338,11556197
B072JTLW19,943945,77516
B07BY7SKLQ,423034,3621
0571339964,2259009,179604
0316005401,34201,10481
B00FJ1E9IY,487218,28185
1312943807,7154118,124000
B00UXX3KWE,723902,78009
8497777700,3115018,68144
1532961596,6773079,118369
B00H0QTWCE,1580840,117070
3639456637,13819576,12183669
B0762TBTVF,1752082,106264
1609136403,536176,36712
1490356665,767349,36720
0812981111,220012,14784
B01N238IRQ,5959,311
0060892080,887314,81164
B00UM8LQTO,1738194,121925
B00PEB04YM,1425867,99222
B06X6L3YWT,488549,7979
1788834755,1198566,73763
B0174PKHAQ,405847,32040
1451642059,1474387,53545
1416599088,573417,8233
1475900651,13034299,9473654
110191176X,2105,14
B01MAUL5VQ,1154457,108966
0692200533,3632718,107510
0393249891,23054,13
1402284918,615209,26403
B00IFE8CW6,890991,38818
1250126533,55110,15
1335526358,834253,32400
1250191785,19357815,17661
149223060X,748865,34448
1452154880,1425828,2118
B07D3XDW25,1505,950
1840336455,5820140,177923
0785263705,50895,4803
0996099956,5099661,29895
B00583YSBG,4563127,3796675
B01NANAZ2B,2128135,57920
0241965640,1166031,35560
B00KG63Q8Q,2828277,206624
0373756283,2709723,127204
B00IOZSUM8,824818,95562
B06XSTJNF4,246346,1363
0224077775,5980565,141264
B00BKTR36O,1467608,112465
B01LEOF5EG,365911,20152
B07CKL4TDL,34122,114
3642174639,20654559,18105952
B000Q6BPCU,15316206,14370095
1848956487,4260546,127234
0552173231,4835010,198938
B073SYWKLL,1398437,33526
B01MY56F7Q,693947,9995
B00VF7YF5S,957301,66901
9352062671,9487286,8940196
1477811850,4587189,274677
1633883914,849051,9904
B074S3453C,3503648,137462
B01B76F4N8,876328,41806
0316268208,908231,38218
1312944978,4715682,89378
1499764731,6326577,4432619
B076H1L73R,1243605,92853
0062658018,246706,5376
B0042RUF3O,699370,79882
B00MJB2ZEW,4322,309
B07BHTDLWJ,20799,9905
144243614X,1513724,54542
B008LB6WYI,730721,56842
1622306597,1350976,31410
1626344485,1062192,15253
178452087X,1947940,48203
185669786X,428259,2685
0465061834,363712,12606
162779297X,1284835,51911
0307888258,55258,6709
B01B716KPY,343315,9550
0993367909,1430038,49119
0394800168,1403,17
B07628DD68,304105,3298
B010BFFP44,1022661,148566
B00OQP1PWC,1245604,95932
B00DXGBJAS,842544,6443
B07B3XPQGP,18362,4245
1543446442,5295411,2790557
1622823818,400967,4710
1842433563,3971732,103505
0307476707,396929,5541
1138553468,5234399,97238
1614310459,1534119,78170
B019KZYK6U,1060867,106150
B078JDYPDH,1587878,63133
0765392534,506645,9949
1943353018,3741092,198666
B01MSAJZ95,9255,1898
B079SRWQK1,16743,3554
B079ZPM152,771771,19590
1850772711,6337631,171655
0310521149,891603,32157
B01HB74HZ8,574145,11721
0008246076,8369106,130963
1407156543,4026290,3697247
B00TEPXJGE,1920917,136406
B0778BP2V1,1361101,103438
B07589GP1Q,247556,3550
042526730X,1855547,88650
B077XBPFCS,68850,1308
B003TLMYAQ,2382089,190123
0575082011,4055436,101447
0813938961,1273227,22084
B008MU9I0S,1634491,122899
B014CR0O5C,559780,72
1683316061,4228492,81582
1523876603,2315,197
0198529163,1572612,71692
0964987538,1862130,82070
B00891T1IE,3730893,2865166
8497776496,5080569,100912
161929236X,3648413,141702
B073X6XWLM,227780,53
B07DTGFS1H,80979,5856
B00HRN891A,809951,65228
0812982193,41389,3394
1938466500,2702604,144519
B008A3SS1W,308908,30802
B01K5CJ8VY,600654,18628
0865478619,546105,9389
1476716730,7699,19
1526705206,6351608,93666
B01H995XN8,709866,32617
3805250940,2857844,104476
B018WJX2S2,2227933,229261
B0019IB0II,72271,13539
0714876062,418776,6850
B00DCVEMBC,3988988,3057429
0060859504,1426752,34474
B01EU627NW,1959293,137985
B07D6116C7,369258,21634
3551652716,3714240,2266622
B009YYZ4RC,4715128,4306712
B00U6DNZOY,7078,2776
B01MQQIC3C,847731,26925
B01MYUAMUF,421636,338
B07BPJTK2S,1265382,41603
0545795664,1279,30
B01LZALTGL,416238,2810
B0045OUKS4,2397415,628490
B0793D8T7C,575865,51540
B00TZKSANU,815178,49155
B00CX5BYCI,27154,244
B07C21L1T7,2292413,149444
B01ENNKTFK,990940,48710
1548320773,1291374,76636
B01N1S1K06,1574560,69553
0692891846,1666427,51953
9888273027,4069069,177019
1897597398,12392152,130067
1433548410,474866,16203
3742301179,3048625,91229
B07C2KJVWR,1492245,128008
B0173LYLNA,1093360,65745
B06WV72KGR,857862,59690
0008131392,994082,60333
B00C105KRU,251952,28298
B07967GJZH,624718,50380
1473620910,1826421,47362
1908707143,15140,216
1640281762,3043291,93504
1419719076,1258998,68936
1470130270,1671439,56579
B076DN9181,720384,27104
1118589637,642941,39491
1484724976,359886,25320
B0796FDNGF,21467,4047
B0074257I2,4586200,237419
B0748MQF1W,1202849,144
B004Q3RIPM,4778815,4066107
1909192198,7965544,144890
B00N8G8OLA,34111,1640
1781331146,2301935,92495
B01NBQAZP4,1773563,132911
B074RVKZVJ,3055790,1778337
1601547900,5721127,202671
1328994961,1231,3
B00E1UY64Q,465833,62113
B0094KJ70G,52522,1129
B014GFN0YM,1816034,122800
1628726458,1566702,92021
B00O6YS6MA,3224274,2840917
1717544827,1235233,55348
B0085WGT2S,664695,97486
B005QPBDH8,1007282,73035
B01N0VA9XC,1459731,160179
0142421901,1657461,62492
0062115359,1336567,68171
B00FEPG69U,613721,29848
B00R9WSZCM,2788233,167920
1947521004,1818462,42003
1496702441,4344651,105321
0692361057,71580,4034
1521750491,1258620,28131
B078QXYFY2,2524660,86305
1629991325,1500577,62661
B004I438LM,410089,43746
B0143JNIKW,383545,8754
B01A164PZ8,958352,49235
B003KN3MAY,490243,22560
022657976X,5876300,136496
3033051103,2410175,153621
B00XPDQEI6,1850626,123724
B0742RMWMB,1774156,96219
0425238555,737730,28863
1476796254,140586,1661
1619865025,1140074,57068
B071KBF6QB,349364,7894
B018UXJ9RI,35183,5938
B004OL28AQ,2414242,186548
1542529247,2601506,2790
B01ENNI3YY,971711,164
0099133717,3194236,87257
B07583XJRW,15489,107
B00ESL71MW,1127969,108775
B018WNVEEM,1254683,71353
1845354559,16182875,15361218
B07B2MY1BN,354244,496
1908435968,15437135,12429572
B06WWQL7Y9,459311,55020
1524401013,1292782,114130
B077PYQBNV,314943,5811
B00JI0RSFS,363727,36015
B01M1A05HS,382425,17074
B0113GZEAA,1835425,1802074
1405267658,1778717,157956
1499262167,4510341,2444441
B00EEIFWIE,1541206,107948
9176374041,8229696,169462
B01EFM8NC0,3269983,6581
B077ZWP9PK,593843,23028
B00O8DWT04,1011117,106230
1849511845,4143879,125856
B00VZE0Y6K,1594304,1545484
0692287078,4877117,171902
1633692817,718213,18582
1908447575,14075608,11883814
1592539874,1225374,51006
B005BSXZHG,905255,106616
0738713597,878595,7166
111846835X,3256800,102620
B00XFK4FSK,1784420,126776
B00SI6J9L4,3600228,222058
1257069381,5955129,4201536
0765382032,3537,26
193798656X,1787765,18389
B074PJCXDC,73213,229
B00VF8EPD4,2175074,172128
B009CV79N4,1660063,1468946
1910720798,3846141,165298
0812972155,259539,8598
B01M08TD3A,1445868,75854
B07BQ5DGDN,1324429,99381
0809016451,1522569,50550
B00SZKZAKW,779937,107213
006245854X,1129339,19161
0143127160,308063,41501
3954511231,12990900,12338174
113727963X,1155844,85108
1524760331,33107,1636
0989008037,4829267,176351
B00AB3TF8Y,569085,81560
B017Y3OUK6,541600,49088
0091956943,1576149,43492
B00L0IACSG,73874,16501
B07CXN5WSQ,336338,5987
1405239085,11724950,10637195
B07BZQK22F,3274764,275266
1621356132,3170535,127355
B00IMIU890,1209292,182148
006265909X,5362676,28761
1419721372,1078,14
0553564927,24229,4221
B07837V1RB,1482734,63486
B00NIC4T9A,648746,56473
1780723504,498111,5007
0307949486,20718,2800
0871402963,706728,3668
B01B1IUB4O,637480,62762
B07D6QB54K,104964,9907
052176775X,2415925,113724
B007BNZKN6,1831937,160962
6073151527,1413845,39795
1461485436,2311562,77044
1617730173,901904,27090
B07DVKVVGF,8494,672
0465083617,113887,710
B078XJ94C2,1056839,34219
B00TOUV04W,3263922,2378722
1937558037,49674,672
B072V26ZGV,296930,8100
0553807579,374816,13687
0763680907,1246,1209
B0727NTCFJ,59648,155
1935738771,1884331,80149
B079X45Z66,202091,4645
B0189YW042,2817129,2013106
